id,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
541,eastern oyster fried,29,1.8,0.5,0.7,0.5,1.7,0,1.3,0,10.4,15,9.4,0,26,3,16,84,0.2,81,7,0.6,0,0,0,9.1,0.6,1,8.5,63,23.2,35.6,92,12.7,15.5
542,clams raw,195,2.2,0.4,0.3,0.4,8.1,0,33.3,0,68.1,1.4,179.3,0.2,98,95,64,1,0.8,0.3,0,0,0,1.5,32,88.5,0.1,3.7,43.1,0.2,449.5,104.4,41,1.2,136.0
543,octopus cooked,139,1.8,0.4,0.3,0.4,3.7,0,25.3,0,81.6,0.4,51.4,90,75,16,31,79,3.2,0.8,0.6,6.8,0,1,88,90.1,0.6,8.1,51,13,237.2,535.5,54,2.9,135853
544,eastern oyster raw,8,0.2,0,87,91,0.8,0,0.7,0,3.5,21,12.1,69,86,13,95,12,0.2,76,77,0.7,0,0,0,6.2,0.1,0.8,4.6,28,13,17.4,65,5.3,9448
545,oyster fried,61,3,0.8,1.2,0.8,6.7,0,2.1,0,18.1,0.1,11.1,36,39,35,81,20,0.7,0.2,19,0.7,0,0,0,4.6,0.1,0.7,3.9,15,32.7,30.4,74,2.6,17861
546,sturgeon smoked,49,1.2,0.3,0.7,0.1,0,0,8.8,0,22.6,0.2,17.7,20,26,6,11,78,3.1,0.3,90,0,48,0.1,22,4.8,60,0.3,13.3,42,79.5,107.3,77,0.2,15175
547,chinook salmon smoked,159,5.9,1.3,2.8,1.4,0,0,24.9,0,31.3,1.1,97.9,19,10,19,7,0.1,6.4,1.2,0.4,0,90,1.8,39,15,0.3,1.2,24.5,55,223,238,27,0.4,47038
548,cisco smoked,50,3.4,0.5,1.6,0.6,0,0,4.6,0,9.1,0.1,19.8,50,79,31,40,0,0.7,9,80,0,47,98,94,7.4,15,0.1,4.8,47,42.5,82.9,50,76,15576
549,haddock smoked,33,0.3,49,6,55,0,0,7.1,0,21.8,0.2,20.2,87,50,79,80,94,1.4,94,0.1,0,74,0.2,78,13.9,1,0.4,15.3,75,71,117.4,63,0.1,21719
550,whitefish smoked,147,1.3,0.3,0.4,0.4,0,0,31.8,0,44.9,1.4,96.3,86,80,82,17,0.1,3.3,0.1,0.5,0,78,0.3,97,24.5,0.4,0.7,31.3,91,179.5,575.3,30,0.7,58398
551,red salmon sockeye filets smoked,373,12.3,2.8,4.3,3.7,0,0,65.5,0,167.4,65,25.8,47,0.5,78,88,0.6,24.6,3,0.9,0,0,1.3,0,62.6,0.2,1.1,62.6,48,702,1036.80,26,1.2,141587
552,eggnog,224,10.6,6.6,3.3,0.5,20.4,20.4,11.6,0,149.9,0.1,209.7,0.1,74,20,6,0.5,0.3,1.1,0.1,3.8,55,0.5,11,330.2,51,0.5,48.3,24,276.9,419.1,94,1.2,377.2
553,beer light,96,0,0,0,0,5.4,0.3,0.8,0,0,95,313.1,0,83,79,0,69,1.3,67,0.1,0,0,0,0,13.2,95,14,16.5,94,39.6,69.3,77,44,19456
554,beer budweiser,12,0,0,0,0,0.9,0,0.1,0,0,95,27.4,0,0,0,0,0,0,0,0,0,0,0,0,1.2,95,0,2.1,38,3.8,9.7,0,0,2.2
555,weizenbier erdinger,220,18,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
556,beer light budweiser,9,0,0,0,0,0.4,0,66,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0.9,88,0,2.1,7,3.2,7.7,0,0,1.32
557,beer,142,0,0,0,0,11.7,0,1.5,0,0,67,303.5,0,93,62,0,17,1.7,0.1,0.2,0,0,0,0,13.2,96,31,19.8,85,46.2,89.1,87,1,26436
558,root beer,202,0,0,0,0,52.3,52.3,0,0,0,68,440.2,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,37,0.2,4.9,59,0,4.9,95,52334
559,whiskey sour mix,26,72,69,34,12,6.3,6.3,51,0,0,73,23.1,0,89,0,0,70,0,32,0,0.8,0,0,0,0.6,0,47,0.3,0,1.8,8.3,15,80,7914
560,whiskey sour,158,0,18,92,24,13.9,0,0,0,0,67,77,0,35,0,0,92,3,50,0,1.7,0,0,0,1.1,19,47,1.1,10,6.4,5.3,30,69,16717
561,tequila sunrise,232,0.2,0,0,0,23.8,0,0.6,0,0,0.1,166.3,0,85,10,0,15,0.4,0.2,0.1,40.7,0,0,0,0,10,38,14.8,46,21.1,21.1,0,1.3,65357
562,daiquiri,112,36,63,38,12,4.2,3.3,35,1,0,8,41.8,0,21,47,0,65,22,74,3,1,0,92,9,1.8,98,33,1.2,40,3,12.6,40,91,7243
563,pina colada,245,2.7,2.3,0.1,35,32,31.5,0.6,0.4,0,89,91.6,0,0,38,38,0,2,0.2,10,19,6.9,0,56,80,11.3,0.1,0.3,11.3,0.7,9.9,100.1,64,35877
564,whiskey,58,0,0,0,0,100,78,0,0,0,0,14.7,0,85,0,0,56,73,0,0,0,0,0,0,0,37,72,0,92,0.7,0.2,0,20,127
565,rum,49,0,0,0,0,0,0,0,0,0,53,14,0,58,0,0,0,0,0,0,0,0,0,0,0,55,45,0,93,1.1,0.4,0,50,49
566,vodka smirnoff,13,0.4,13,77,73,2,82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
567,coffee liqueur,96,38,96,30,42,13.8,13.7,41,0,0,93,9.1,0,42,0,0,75,45,0,0,0,0,0,0,0.3,19,20,0.9,11,1.8,8.9,53,97,14241
568,gin,53,0,0,0,0,0,0,0,0,0,29,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.0
569,dessert wine sweet,165,0,0,0,0,14.1,8,0.2,0,0,47,72.6,0,81,0,0,3,0.2,79,0,0,0,0,0,8.2,40,0.2,9.3,0.1,9.3,94.8,60,74,22.7
570,chenin blanc white wine,118,0,0,0,0,4.9,0,0.1,0,0,0,128.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
571,gamay red wine,115,0,0,0,0,3.5,0,0.1,14.4,0,0,0,128.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
572,late harvest white wine,172,0,0,0,0,20.6,0,0.1,13.1,0,0,0,119.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.6
573,gewurztraminer white wine,119,0,0,0,0,3.8,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
574,burgundy red wine,172,0,0,0,0,7.4,0,0.1,0,0,0,171.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
575,zinfandel red wine,129,0,0,0,0,4.2,0,0.1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3
576,muller thurgau white wine,112,0,0,0,0,5.2,0,0.1,13.3,0,0,0,129.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8
577,mouvedre red wine,129,0,0,0,0,3.9,0,0.1,16.5,0,0,0,126.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
578,table wine,123,0,0,0,0,4,1.2,0.1,0,0,87,128.1,0,51,84,0,14,0.2,23,22,0,0,0,0,11.8,49,0.5,16.3,0.2,29.6,146.5,12,0.2,16.4
579,wine light,73,0,0,0,0,1.7,1.7,0.1,0,0,46,136.5,0,0,35,0,39,0.1,0,97,0,0,0,0,13.3,100,0.6,14.8,0,22.2,130.2,14,0.1,15.7
580,white wine,121,0,0,0,0,3.8,1.4,0.1,0,0,98,127.7,0,40,81,0,3,0.2,94,34,0,0,0,71,13.2,97,0.4,14.7,0.2,26.5,104.4,36,0.2,17.5
581,petite sirah red wine,125,0,0,0,0,3.9,0,0.1,15.7,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4
582,non alcoholic wine,2,0,0,0,0,0.3,0.3,0.1,0,0,95,29,0,0,27,0,19,93,0,64,0,0,0,0,2.7,35,0.1,3,0,4.4,26,52,88,3.2
583,pinot noir red wine,121,0,0,0,0,3.4,0,0.1,0,0,0,127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
584,pinot gris grigio white wine,122,0,0,0,0,3,0,0.1,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
585,riesling white wine,118,0,0,0,0,5.5,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
586,barbera red wine,170,0,0,0,0,5.6,0,0.1,0,0,0,172.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
587,lemberger red wine,118,0,0,0,0,3.6,0,0.1,15,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.6
588,merlot red wine,122,0,0,0,0,3.7,0.9,0.1,0,0,11,127.3,0,87,64,0,10,0.3,81,61,0,0,0,0,11.8,26,0.7,17.6,0.2,33.8,186.7,83,0.2,16.3
589,sangiovese red wine,126,0,0,0,0,3.9,0,0.1,0,0,0,126.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
590,sauvignon blanc white wine,119,0,0,0,0,3,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
591,syrah red wine,122,0,0,0,0,3.8,0,0.1,0,0,0,127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9
592,carignane red wine,370,0,0,0,0,12,0,0.4,0,0,0,439.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4
593,pinot blanc white wine,119,0,0,0,0,2.9,0,0.1,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
594,semillon white wine,121,0,0,0,0,4.6,0,0.1,14.9,0,0,0,128.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7
595,dessert wine dry,760,0,0,0,0,58.4,5.5,1,76.5,0,0,62,362.7,0,33,0,0,96,1.1,0.2,0,0,0,0,0,40,0.2,1.2,45,0.6,45,460,66,498.8
596,red wine,125,0,0,0,0,3.8,0.9,0.1,0,0,27,127.1,0,10,18,0,73,0.3,49,44,0,0,0,66,11.8,17,0.7,17.6,0.2,33.8,186.7,74,0.2,16.4
597,cabernet sauvignon red wine,166,0,0,0,0,5.2,0,0.1,0,0,0,173.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
598,muscat white wine,123,0,0,0,0,7.8,0,0.1,0,0,0,128.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
599,cooking wine,2,0,0,0,0,0.3,90,28,0,0,2,4.4,0,0,77,0,16,94,0,72,0,0,0,0,0.4,21,100,0.5,0,0.7,4.3,79,85,879
600,chardonnay white wine,168,0,0,0,0,4.3,1.9,0.1,0,0,27,173.7,0,92,2,0,39,0.2,90,0.1,0,0,0,0,18,54,0.5,20,0.2,36,142,17,0.2,22.9
601,claret red wine,122,0,0,0,0,4.4,0,0.1,15,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5
602,rice sake,197,0,0,0,0,7.4,0,0.7,0,0,46,115.2,0,0,0,0,0,0,0,0,0,0,0,0,7.4,51,0.1,8.8,0,8.8,36.8,57,92,15.6
603,fume blanc white wine,121,0,0,0,0,3.3,0,0.1,15.4,0,0,0,127.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7
604,cabarnet franc red wine,122,0,0,0,0,3.6,0,0.1,0,0,0,127.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
605,chocolate frosting,81,3.6,1.1,1.8,0.5,13,11.8,0.2,0.2,0,25,3.5,0,26,69,0,97,24,5,85,0,0,0.3,0,1.6,45,0.3,4.3,64,16.2,40.2,94,62,18.9
606,white sugar,19,0,0,0,0,5,4.9,0,0,0,12,21,0,0,0,0,99,0,0,0,0,0,0,0,46,78,78,0,81,0,0.1,26,50,5037
607,egg substitute,115,0,0,0,0,4.8,4.8,24,0,0,0.5,208.8,0,0.3,65,39,0.9,0.3,4,0.3,1.2,6,3.8,63,175.2,70,4.8,36,2,172.8,511.2,17,2.4,210.0
608,agave syrup,21,81,0,0,0,5.3,4.7,25,10,0,90,1.6,0,0,0,0,0,0,0,0,0,0,0,0,88,71,42,34,49,9,0.3,0,8,5456
609,splenda sweetener,336,0,0,0,0,91.2,80.3,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,91.2
610,vanilla extract,12,69,3,60,1,0.5,0.5,0,0,0,61,2.2,0,41,0,0,83,2,39,79,0,0,0,0,0.5,30,19,0.5,66,0.3,6.2,0,65,1213
611,egg yolk dried,27,2.3,0.7,0.9,0.4,54,2,1.3,0,92.3,71,0.1,10,41,36,92,25,65,0.4,78,0,65,0.2,74,12.3,15,0.4,1,71,41.6,10.6,98,0.3,16368
612,granulated sugar,16,0,0,0,0,4.2,4.2,0,0,0,19,55,0,0,0,0,60,0,0,0,0,0,0,0,27,34,10,0,67,0,33,93,50,4253
613,baking chocolate,145,15.2,9.4,4.7,0.5,8.7,0.3,3.7,4.8,0,49,0.4,0,23,98,0,2,0.4,88,15,0,0,0.1,97,29.3,0.9,5,94.8,1.2,116,240.7,72,2.8,66.7
614,bakers yeast,18,0.3,89,0.2,79,3.1,0,1.4,1.4,0,66,11.7,0,0.3,0.1,0,0.2,2.1,0.8,5,40,0,0,0,3.2,24,0.6,6.8,20,57.1,102.2,73,1.7,10078
615,fondant,106,9,0,0,0,26.4,25.2,0,0,0,22,1.9,0,62,0,0,62,0,0,0,0,0,0,0,0.8,95,90,0,0,0,1.1,45,37,27396
616,brown sugar,16,0,0,0,0,4.1,4.1,24,0,0,94,87,0,0,23,0,0,0,37,8,0,0,0,0,3.5,30,71,0.4,47,0.2,5.6,23,80,7622
617,white frosting dry,768,0,0,0,0,196.4,0,4.8,0,0,0.5,3.9,0,18,77,0,0.1,2.1,0.1,31,0,0,0,0,8.3,53,0.2,6.2,43,14.5,242.2,36,10,209.7
618,maple sugar,42,61,76,37,90,10.9,10.2,36,0,0,31,1,0,16,0,0,21,15,32,40,0,0,0,0,10.8,24,0.2,2.3,0.5,0.4,32.9,30,0.7,21961
619,fructose sweetener,15,0,0,0,0,4.2,3.9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,67,0,0,0,0,82,0,4274
620,saccharin sweetener,360,0,0,0,0,89.1,85.2,0.9,0,0,0.4,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,4,0,79,90082
621,egg white raw,17,63,0,0,0,0.2,0.2,3.6,0,0,38,28.9,0,99,24,41,0.1,89,55,43,0,0,0,0,2.3,75,45,3.6,39,5,53.8,17,1,6196
622,turbinado sugar,18,0,0,0,0,4.6,4.6,0,0,0,8,82,0,0,0,0,0,0,0,0,0,0,0,0,0.6,50,18,16,64,52,1.3,0,3,5.24
623,vanilla frosting,1931,75,13.7,22.5,36.7,313.7,291.5,0,0,0,0.9,69.6,0,46,26,0,1.4,1,0.3,0,0,0,7.1,32,13.9,0,0.7,4.6,0,83.2,157.1,29,0.3,403.3
624,aspartame sweetener,365,0,0,0,0,89.1,80.7,2.2,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,79,68,91381
625,egg raw,80,5.3,1.8,2,1.1,0.4,0.2,7,0,208.3,80,42.6,66,11,48,13,0.3,18,0.9,99,0,38,0.6,16,31.4,71,1,6.7,57,110.9,77.3,23,0.7,45156
626,pineapple topping,860,0.3,66,0.1,0.2,225.8,71.4,0.3,1.4,0,0.1,112.2,0,0.1,26,0,8,0.3,59,12,10.5,0,54,32,20.4,0.2,0.4,20.4,0.2,10.2,146.2,26,0.2,259.1
627,egg white dried,26,87,0,0,0,0.3,0,5.8,0,0,52,0.6,0,41,60,77,0.2,49,0.1,59,0,0,0,0,6.2,33,28,5,30,6.2,78.1,12,0,12343
628,egg yolk raw,55,4.5,1.6,2,0.7,0.6,80,2.7,0,184.5,6,8.9,9,14,40,98,64,42,0.5,61,0,78,0.4,34,21.9,69,0.5,0.9,13,66.3,18.5,39,0.4,30.27
629,baking soda,0,0,0,0,0,0,0,0,0,0,1.3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.0
630,egg dried,30,2.2,0.7,0.9,0.3,47,50,2.4,0,81.5,60,0.2,44,26,16,90,20,79,0.3,75,0,27,0.1,75,11.8,17,0.2,1.7,63,31.5,27,17,0.2,16.62
631,strawberry topping,53,96,71,83,63,13.9,5.7,14,0.1,0,99,6.9,0,77,30,0,51,49,63,24,2.9,0,79,29,1.3,78,14,0.8,2,1.1,10.7,5,79,18.34
632,bakers yeast dry,13,0.3,78,0.2,69,1.6,0,1.6,1.1,0,81,0.2,0,0.4,2,14,0.2,1.6,0.5,8,38,0,0,88,1.2,16,51,2.2,48,25.5,38.2,6,0.3,5927
633,almond paste,1040,63,6,40.9,13.2,108.5,82.3,20.4,10.9,0,51,32,0,0.2,0.2,0,0.9,3.2,0.3,51,0.2,0,30.7,0,390.4,1,3.6,295.1,1.9,585.7,712.8,37,3.4,597.0
634,cream of tartar,8,0,0,0,0,1.8,0,0,10,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0.2,94,0.1,73,62,0.2,495,31,54,2138
635,popover dry mix,631,7.3,1.7,3.4,1.4,120.7,0,17.7,0,0,1.5,19.9,0,0.7,0.2,8,0.2,5.7,0.8,72,0.2,0,0,0,54.4,0.3,5,42.5,1.3,170,170,44,1.5,205.3
636,egg substitute powder,126,3.7,1.1,1.5,0.5,6.2,6.2,15.7,0,161.9,0.2,1.1,0.1,6,17,49,0.5,0.2,1,74,0.2,0,0.4,25,92.3,17,0.9,18.4,45,135.3,210.6,32,0.5,119.1
637,gelatin powder,17,86,90,54,63,0,0,4.3,0,0,29,0.7,0,33,15,0,28,63,39,14,0,0,0,0,2.8,0.1,99,1.1,19,2,0.8,77,4,7255
638,tapioca pearls,544,93,75,88,57,134.8,5.1,0.3,1.4,0,77,16.7,0,16,1,0,0,0,0.2,91,0,0,0,0,30.4,21,2.4,1.5,0.2,10.6,16.7,7,0.2,169318
639,baking powder,2,0,0,0,0,1.3,0,0,30,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,270.3,77,0.5,1.2,74,100.8,0.9,4,91,272196
640,egg boiled,93,6.4,2,2.4,0.8,0.7,0.7,7.5,0,223.8,42,44.8,40,69,72,15,0.3,38,0.8,56,0,19,0.6,69,30,9,0.7,6,4,103.2,75.6,62,0.6,45338
641,millet flour,444,5.1,0.6,1.1,3.1,86.9,2,12.8,4.2,0,56,12.8,0,0.5,32,0,10,7.2,1.5,0.4,0,0,0.1,37,16.7,0.6,4.7,141.6,1.2,339.2,266.6,28,3.1,130.4
642,triticale flour,439,2.4,0.4,0.2,1,95.1,0,17.1,19,0,96,13,0,0.5,12,0,0.2,3.7,2.8,0.5,0,0,1.2,0,45.5,0.7,3.4,198.9,5.4,417.3,605.8,0,3.5,182.5
643,corn flour white,414,4.2,0.6,1.1,2,87.3,1.8,9.6,7.3,0,36,11.2,0,0.3,78,0,0.1,1.9,0.2,0.5,0,0,0.1,0,157.3,0.2,1.7,106,0.5,263.3,298.7,72,2.1,267.4
644,rice flour brown,574,4.4,0.9,1.6,1.6,120.8,1.3,11.4,7.3,0,39,18.9,0,0.7,56,0,0.1,10,2.5,1.2,0,0,1.9,0,17.4,0.4,3.1,177,6.3,532.5,456.6,0,3.9,164.4
645,sorghum flour,437,4,0.6,1.1,1.7,93.7,2.3,9.5,8,0,23,12.2,0,0.3,58,0,14,6.3,1.1,0.4,0,0,0.6,79,14.5,0.3,3.6,145.2,1.5,348.5,376.3,26,1.7,133.3
646,cornmeal whole grain,442,4.4,0.6,1.2,2,93.8,0.8,9.9,8.9,0,22,12.5,0,0.5,34,0,0.2,4.4,0.5,0.4,0,0,0.5,59,7.3,0.2,4.2,154.9,0.6,294,350.1,4,2.2,128.5
647,cornmeal white,581,2.7,0.3,0.5,1,124.7,2.5,11.2,6.1,0,94,17.6,0,0.2,89,0,16,1.6,0.4,0.3,0,0,0.2,0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,30,1,151.1
648,barley flour,511,2.4,0.5,0.3,1.1,110.3,1.2,15.5,14.9,0,62,17.9,0,0.5,21,0,0.2,9.3,0.2,0.6,0,0,0.8,69,47.4,0.5,4,142.1,1.5,438.1,457.3,37,3,194.5
649,safflower seed meal,97,0.7,29,99,0.4,13.8,0,10.1,0,0,6,1.8,0,0.3,22,0,0.1,0.6,1.1,0.3,0,0,0,0,21.8,0.5,1.4,99.1,0.6,180.6,19.2,0,1.4,47.8
650,sesame flour,658,46.4,6.5,17.5,20.3,33.3,0,38.5,0,0,41,1.1,0,3.4,73,0,0.4,16.7,3.7,0.2,0,0,0,0,198.8,1.9,19,451.3,1.9,1008.80,528.8,0,13.3,336.0
651,whole grain wheat flour,408,3,0.5,0.3,1.4,86.4,0.5,15.9,12.8,0,27,12.9,0,0.6,66,0,0.2,5.9,0.7,0.5,0,0,0.9,25,40.8,0.5,4.3,164.4,4.9,428.4,435.6,45,3.1,163.2
652,corn flour yellow,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0,40,12.8,0,0.3,40,0,36,2.2,0.8,0.4,0,0,0.5,6,8.2,0.3,2.8,108.8,0.5,318.2,368.6,12,2,122.0
653,corn flour whole grain,422,4.5,0.6,1.2,2.1,89.9,0.7,8.1,8.5,0,33,12.8,0,0.3,21,0,35,2.2,0.8,0.4,0,0,0.5,71,8.2,0.3,2.8,108.8,0.5,318.2,368.6,45,2,122.0
654,cottonseed flour low fat,94,0.4,82,46,0.2,10.2,0,14.1,0,0,22,2,0,0.6,16,0,0.1,1.1,0.1,0.2,0.7,0,0,0,134.1,0.3,3.6,202.6,0.6,449.1,498.4,0,3.3,163.1
655,sunflower seed flour,13,13,36,59,77,1.4,0,1.9,0.2,0,73,0.3,0,0.1,20,0,6,0.3,0.3,22,3,0,0,0,4.6,81,0.3,13.8,11,27.6,2.7,47,0.2,8557
656,sesame meal,160,13.6,1.9,5.1,6,7.4,0,4.8,0,0,73,1.4,0,0.7,10,0,94,3.6,0.8,81,0,0,0,0,43.3,0.4,4.1,97.9,0.4,219,114.9,0,2.9,73.2
657,acorn flour,626,37.7,4.9,23.9,7.3,68.3,0,9.4,0,0,0,7.5,0,0.2,0.1,0,0.2,3,1.2,0.9,0,0,0,0,53.8,0.8,1.5,137.5,2.2,128.8,890,0,0.8,170.7
658,rice flour white,578,2.2,0.6,0.7,0.6,126.6,0.2,9.4,3.8,0,0,18.8,0,0.2,58,0,14,4.1,1.3,0.7,0,0,0.2,0,15.8,0.2,0.6,55.3,1.9,154.8,120.1,62,1.3,158.4
659,sesame flour low fat,94,0.5,11,0.2,0.2,10,0,14.2,0,0,72,2,0,0.7,73,0,92,3.5,0.8,20,0,0,0,0,42.2,0.4,4,95.7,0.4,214.2,112.4,0,2.8,70.9
660,potato flour,571,0.5,0.1,63,0.2,133,5.6,11,9.4,0,42,10.4,0,0,0.4,43,0,60,5.6,0.8,1.2,6.1,0,0.4,0,104,0.3,2.2,104,0.5,268.8,1601.60,31,155.4
661,cornmeal yellow,581,2.7,0.3,0.5,1,124.7,2.5,11.2,6.1,0,11,17.6,0,0.2,72,0,85,1.6,0.4,0.3,0,0,0.2,0,4.7,0.1,1.7,50.2,0.3,155.4,222.9,69,1,151.1
662,rye flour,364,1.4,0.2,0.2,0.6,78.2,0.9,10,8.2,0,61,11.6,0,0.3,47,0,68,0.8,0.7,0.2,0,0,0.8,79,13.3,0.2,0.9,32.6,1.2,132.6,228.5,70,1.4,112.0
663,arrowroot flour,457,0.1,19,88,36,112.8,0,0.4,4.4,0,2,14.6,0,13,43,0,0,0,0.2,32,0,0,0,0,51.2,45,0.4,3.8,0.6,6.4,14.1,0,67,169.3
664,chickpea flour,356,6.2,0.6,1.4,2.7,53.2,10,20.6,9.9,0,50,9.5,0,0.4,0.4,0,37,1.6,0.6,0.5,0,0,0.8,3,41.4,0.8,4.5,152.7,1.5,292.6,778.3,79,2.6,135.8
665,wheat flour,455,1.2,0.2,0.1,0.5,95.4,0.3,12.9,3.4,0,61,14.9,0,1,0.2,0,0.6,7.4,0.5,1,0,0,95,51,18.8,0.2,5.8,27.5,0.9,135,133.8,23,0.9,137.5
666,cornstarch,488,30,77,46,12,116.8,0,0.3,1.2,0,93,10.6,0,0,0,0,0,0,0,0,0,0,0,0,2.6,97,0.6,3.8,28,16.6,3.8,96,81,121535
667,carob flour,13,61,41,88,52,5.3,2.9,0.3,2.4,0,33,0.2,0,90,7,0,79,0.1,38,29,88,0,46,0,20.9,88,0.2,3.2,19,4.7,49.6,87,87,29.18
668,buckwheat flour,402,3.7,0.8,1.1,1.1,84.7,3.1,15.1,12,0,33,13.4,0,0.5,35,0,0.2,7.4,0.5,0.7,0,0,0.4,44,49.2,0.6,4.9,301.2,2.4,404.4,692.4,40,3.7,169.6
669,pecan pie,503,27.1,4.9,13.6,7,63.7,0,6,0,106.1,0.3,23.8,46,0.2,83,61,0.2,1,0.6,34,0.2,0,0,0,39,0.3,1.8,31.7,0.9,114.7,162.3,89,1.2,137891
670,apple pie,331,15.6,3.8,6.7,4.2,46.4,0,3,0,0,0.3,59.1,78,0.2,20,0,0.1,1.5,0.1,9,2.1,0,0,0,8.8,20,1.4,8.8,0.2,35,98.8,77,0.2,77358
671,vanilla wafer pie crust,935,63.7,13.1,27.5,18.8,88.4,12.9,6.5,0.2,68.6,0.9,15,0.4,0.3,71,81,0.4,3.7,0.5,82,0.2,59,5.4,28,73.9,0.1,2.9,17.6,0.3,137.3,139,9,0.4,236.2
672,chocolate pie crust,881,40.8,8.6,26.4,3.7,117.4,47.9,11.1,4.9,0,0.9,9.1,0,0.6,0.1,0,0.5,5.6,0.3,49,0,0,3.3,78,58.2,1.4,7.8,72.8,3.3,218.4,340.3,33,3.8,240.2
673,apple strudel,195,8,1.5,2.3,3.8,29.2,18.3,2.3,1.6,4.3,20,30.9,11,87,82,9,16,0.2,0.2,31,1.2,0,1,2,10.7,92,0.3,6.4,0.1,23.4,105.8,34,0.1,53359
674,chocolate snack cake,200,8,2.4,4.3,0.9,30.2,18.9,1.8,1.6,0,0.2,9.3,1,51,79,11,13,0.5,67,68,1,0,0.5,80,58,0.2,1.8,18,0.2,43.5,88,6,0.5,102459
